ID;Name;Year Published;Min Players;Max Players;Play Time;Min Age;Users Rated;Rating Average;BGG Rank;Complexity Average;Owned Users;Mechanics;Domains
5178;Marrakesh;2002;2;4;20;6;184;6,32;7975;1,26;260;Modular Board;Children's Games
192829;SOW;2017;2;4;25;10;234;6,12;7976;2;1461;Area Movement, Mancala, Pattern Recognition, Pick-up and Deliver, Set Collection;
8721;Hof Gap: The Nurnberg Pincer;1980;2;2;120;12;106;7,01;7977;3,60;424;Dice Rolling, Hexagon Grid, Simulation;Wargames
262498;Puzzle Dungeon;2019;1;1;20;13;77;7,72;7978;1,80;191;Hand Management, Modular Board, Set Collection, Variable Player Powers;
765;Space Walk;1999;2;5;45;8;362;5,95;7979;1,48;606;Mancala;Abstract Games
1187;The Fellowship of the Ring;1983;2;2;240;13;277;6,15;7980;3,57;857;Dice Rolling, Grid Movement, Hexagon Grid, Secret Unit Deployment, Simulation;Strategy Games, Wargames
33018;Deathride: Mars-la-Tour 1870;2008;2;2;180;0;88;7,10;7981;2,50;397;Area Movement, Area-Impulse;Wargames
283584;GrandBois;2019;2;4;30;8;81;7,24;7982;1,25;155;Area Majority / Influence, Card Drafting, Tile Placement;
256939;Zeppelin Raider: Imperial German Naval Airships;2019;1;1;300;12;81;7,79;7983;2,71;332;Dice Rolling, Simulation, Solo / Solitaire Game;Wargames
169062;Monsters vs. Heroes: Victorian Nightmares;2015;2;8;30;8;338;6,05;7984;1,33;589;Card Drafting, Take That;
236475;Best of Werewolves of Miller's Hollow;2017;8;28;30;14;89;7,22;7985;2;285;Player Elimination, Role Playing, Team-Based Game, Variable Player Powers, Voting;
246355;Dead & Breakfast;2018;2;4;40;6;87;7,26;7986;2;176;Network and Route Building, Pattern Building, Set Collection, Tile Placement;
287116;Maya;2019;2;4;45;8;102;6,96;7987;1,50;155;Area Majority / Influence, Enclosure, Tile Placement;
5332;Split (Revised Edition);2001;2;6;45;12;261;6,11;7988;1,52;647;Pattern Building;
289802;Dadaocheng (Second Edition);2019;1;4;60;10;84;7,06;7989;3,20;173;Dice Rolling, Events, Track Movement;
6197;The Sun of Austerlitz;2003;2;2;120;12;90;7,29;7990;3,62;359;Hexagon Grid, Simulation;Wargames
262135;Anomaly;2019;2;4;60;14;93;7,16;7991;2,33;241;Area Movement, Command Cards, Hidden Movement, Secret Unit Deployment, Team-Based Game;
23400;Napoleon at the Crossroads;2006;2;4;180;12;82;7,33;7992;3,46;370;Action Points, Hexagon Grid;Wargames
129858;La Venise du Nord;2012;2;4;60;12;156;6,42;7993;2,71;328;Commodity Speculation, Dice Rolling, Modular Board;
217261;Bohnanza: 20 Jahre;2017;3;5;45;10;72;7,39;7994;1,50;263;Hand Management, Set Collection, Trading;
4449;The Battle of Monmouth;1982;2;2;180;12;120;6,65;7995;2,68;598;Dice Rolling, Grid Movement, Hexagon Grid, Simulation;Wargames
126026;Gato Leader;2016;1;1;60;12;91;7,15;7996;2,67;461;Area Movement, Dice Rolling, Simulation;Wargames
178166;No Time For Heroes;2016;1;4;45;8;134;6,91;7997;2,20;191;Card Drafting, Hand Management, Variable Player Powers;
7771;En Garde!;1975;2;20;90;0;112;6,76;7998;2,23;252;Paper-and-Pencil, Role Playing, Simultaneous Action Selection;
111119;Perplexus Rookie;2011;1;1;10;0;87;6,98;7999;1,80;196;;
130997;Flames of War: Open Fire!;2012;2;2;120;12;72;7,49;8000;3,75;259;Area Movement, Dice Rolling;
66088;Q•bitz;2009;2;4;25;8;285;6,07;8001;1,38;923;Dice Rolling, Memory, Pattern Building;Abstract Games, Children's Games
274300;Dragon Market;2019;2;4;40;7;146;6,53;8002;1,60;226;Action Points, Dice Rolling, Grid Movement, Set Collection, Team-Based Game;
7382;Chickamauga: The Confederacy's Last Hope;1986;2;2;240;12;85;7,24;8003;3,21;335;Chit-Pull System, Dice Rolling, Hexagon Grid, Simulation, Zone of Control;Wargames
212401;Leningrad '41;2017;1;2;120;10;51;8,09;8004;2,63;258;Area Majority / Influence, Area Movement, Dice Rolling, Secret Unit Deployment;Wargames
6644;Spite & Malice;2002;2;5;30;8;519;5,88;8005;1,38;1119;Pattern Building;Family Games
172235;Schrödinger's Cats;2015;2;6;30;8;328;6,02;8006;1,33;807;Player Elimination;
261;Olympia 2000 (v. Chr.);1994;2;5;30;9;265;6,05;8007;1,38;432;Simultaneous Action Selection;Family Games
170922;Boomtown Bandits;2015;2;5;30;9;169;6,48;8008;1,80;353;Dice Rolling, Secret Unit Deployment, Simultaneous Action Selection, Take That;
7637;The Fall of France;1981;2;2;240;12;114;6,85;8009;4;442;Dice Rolling, Hexagon Grid;Wargames
1722;Caesar's Legions;1975;2;2;90;12;255;6,17;8010;2,80;729;Dice Rolling, Grid Movement, Hexagon Grid, Movement Points, Secret Unit Deployment, Simulation, Simultaneous Action Selection, Variable Set-up;Wargames
13542;De Ontembare Stad;2004;2;5;75;10;309;6,06;8011;2,64;614;Area Majority / Influence, Hand Management;Family Games, Strategy Games
158535;Spells of Doom;2014;2;4;60;0;109;6,85;8012;3,14;234;Area Majority / Influence, Area Movement, Dice Rolling, Hand Management, Variable Player Powers;
964;Kapitän Wackelpudding;1994;2;5;30;8;201;6,21;8013;1,10;192;Pick-up and Deliver, Point to Point Movement, Stacking and Balancing;Children's Games
193584;The Last Garden;2017;2;4;45;13;96;7,20;8014;2,33;288;Area Majority / Influence, Betting and Bluffing, Hand Management, Take That, Worker Placement;
1373;Midway;1991;2;2;240;12;166;6,35;8015;2,33;550;Hexagon Grid, Secret Unit Deployment;Wargames
300369;Boomerang: USA;2020;2;4;30;10;72;7,25;8016;2;315;Card Drafting, Set Collection;
162367;Co-Mix;2014;3;10;30;6;287;6,03;8017;1,13;623;Storytelling, Voting;
144290;Intrigue City;2013;2;5;60;12;114;6,84;8018;2,69;164;Area Majority / Influence, Modular Board, Set Collection, Time Track, Voting, Worker Placement;Strategy Games
86445;A Victory Complete: The Battle of Tannenberg, 1914;2011;2;2;210;12;81;7,04;8019;2,38;501;Chit-Pull System, Dice Rolling, Hexagon Grid, Simulation;Wargames
285853;Infinity Defiance;2020;1;4;60;14;89;9,16;8020;3,50;123;Campaign / Battle Card Driven, Cooperative Game, Dice Rolling;
53840;Adventure of D;2010;1;4;30;0;110;6,68;8021;2,08;290;Area Movement, Hand Management, Modular Board, Role Playing, Set Collection, Simultaneous Action Selection, Variable Player Powers;Thematic Games
198608;A Wing and a Prayer: Bombing the Reich;2016;1;2;120;12;84;7,41;8022;2,11;280;Dice Rolling, Point to Point Movement, Simulation;Wargames
299800;Escape Tales: Children of Wyrmwoods;2020;1;4;450;16;60;7,67;8023;3;305;Cooperative Game;
204143;Hexpanse;2017;2;4;60;10;171;6,73;8024;2,29;438;Area Majority / Influence, Pattern Building, Variable Player Powers;
114530;Newtown;2013;2;2;150;12;83;7,29;8025;2,92;526;Dice Rolling, Hexagon Grid, Variable Phase Order;Wargames
5769;Edelweiss: The Struggle in the Caucasus;1989;2;2;360;12;76;7,30;8026;4,60;351;Hexagon Grid, Ratio / Combat Results Table, Zone of Control;Wargames
30795;Babylon 5: A Call to Arms - Second Edition;2007;2;4;120;12;70;7,43;8027;3,13;146;Dice Rolling, Measurement Movement, Simulation;Wargames
70097;Arriala: Canal de Garonne;2010;2;4;30;8;171;6,40;8028;2,33;288;Action Points, Area Majority / Influence, Point to Point Movement;
156945;The Front Nine;2014;2;4;45;10;97;6,93;8029;2,10;175;Card Drafting, Set Collection, Tile Placement;
148639;Founders of the Empire;2013;2;4;45;12;167;6,35;8030;2,30;247;Tile Placement;
151645;Jane Austen's Matchmaker;2014;3;6;30;8;136;6,46;8031;2;318;Hand Management, Take That;
285047;SilenZe: Zombie City;2019;2;6;20;10;131;6,77;8032;2;267;Hand Management, Player Elimination, Take That;
68931;Flee The Scene;2015;2;5;40;8;110;6,69;8033;1,29;234;Pick-up and Deliver;
168512;X-Men: Mutant Revolution;2015;3;4;180;14;204;6,28;8034;3,22;610;Auction/Bidding, Dice Rolling, Hand Management, Take That, Variable Player Powers;
43196;Yalu: The Chinese Counteroffensive in Korea: November 1950-May 1951 (Second Edition);2010;1;2;600;12;82;7,29;8035;2,95;367;Dice Rolling, Hexagon Grid, Simulation;Wargames
9673;Black Elephant;2004;2;2;30;10;63;7,58;8036;3,50;139;Area Movement, Pick-up and Deliver;Abstract Games
7255;Soldiers: Man-to-Man Combat in World War II;1987;2;2;90;12;104;6,81;8037;2,89;359;Action Points, Hexagon Grid;Wargames
1375;Guadalcanal;1992;2;2;240;12;159;6,47;8038;2,67;567;Hexagon Grid, Secret Unit Deployment;Wargames
244196;Marvel Dice Masters: Avengers Infinity Campaign Box;2018;2;2;30;14;79;7,36;8039;3;333;Deck Bag and Pool Building, Dice Rolling, Variable Player Powers;
118568;Ubongo Junior;2012;2;4;20;5;122;6,63;8040;1,50;324;;
177513;Strife: Shadows & Steam;2016;2;2;60;13;117;6,63;8041;2;546;Hand Management, Pattern Building, Simultaneous Action Selection;
228409;Lusitania;2017;2;4;20;8;111;7,47;8042;1,50;203;Card Drafting, Hand Management, Set Collection;
2388;Dark Nebula;1980;2;2;90;12;175;6,39;8043;2,34;495;Dice Rolling, Events, Grid Movement, Hexagon Grid, Modular Board, Movement Points, Point to Point Movement, Simulation, Variable Set-up;Wargames
3945;Forbidden Bridge;1992;2;4;10;7;261;6,22;8044;1,50;449;Roll / Spin and Move;Children's Games
5768;Matanikau: Battles on the Matanikau River, Guadalcanal, 1942;1993;2;2;360;15;106;6,73;8045;3,38;492;Dice Rolling, Hexagon Grid, Simulation;Wargames
218028;BIOTIX;2017;2;5;40;14;190;6,29;8046;1,40;484;Push Your Luck, Take That, Worker Placement;
5940;Bug Hunter Sniper!;1988;2;3;90;12;93;6,91;8047;3,17;314;Dice Rolling, Events, Grid Movement, Hexagon Grid, Line of Sight, Modular Board, Movement Points, Ratio / Combat Results Table, Scenario / Mission / Campaign Game;Wargames
7204;China Moon;1996;2;5;30;8;479;5,85;8048;1,58;744;Point to Point Movement, Set Collection;Family Games
4978;Warzone (Second Edition);1998;2;8;240;12;151;6,56;8049;2,93;282;Action Points, Dice Rolling, Variable Phase Order;Wargames
284446;Wonder Tales;2019;2;2;30;8;73;7,33;8050;2;272;Set Collection, Tile Placement;
41372;Zombie in My Pocket;2010;1;8;30;11;522;5,82;8051;1,38;943;Cooperative Game, Player Elimination, Prisoner's Dilemma, Simultaneous Action Selection;Thematic Games
206591;Green Box of Games;2016;1;10;120;5;66;7,63;8052;2;245;;
315877;WWE Legends Royal Rumble Card Game;2020;2;10;45;8;85;7,09;8053;1,50;295;Simultaneous Action Selection;
11634;Mexican Train;1994;1;8;20;10;1938;5,70;8054;1,27;3371;Tile Placement;Abstract Games, Family Games
257836;Narabi;2018;3;5;15;10;215;6,15;8055;1,40;527;Communication Limits, Cooperative Game, Pattern Building;
148144;Dreaming Spires;2014;3;5;90;10;196;6,37;8056;3;356;Auction/Bidding, Auction: Dutch, Auction: Sealed Bid, Simulation, Tile Placement, Variable Player Powers;Strategy Games, Thematic Games
214910;Tiki;2018;2;2;20;8;240;6,19;8057;2,13;276;Action Queue, Modular Board;Abstract Games
73543;Tadaaam!;2010;4;9;30;8;147;6,48;8058;1,23;264;Line Drawing, Paper-and-Pencil, Team-Based Game;
129029;Brawling Barons;2012;2;3;20;10;210;6,31;8059;2,05;473;Hand Management;Strategy Games
245532;18GB: The Railways of Great Britain;2018;2;6;300;12;54;7,84;8060;4;83;Network and Route Building, Stock Holding, Tile Placement;
137140;Wunderland;2013;2;4;60;8;222;6,13;8061;1,58;387;;
9663;Napoleon on the Danube;1992;2;2;600;0;69;7,34;8062;2,46;198;Area-Impulse, Dice Rolling, Hexagon Grid, Secret Unit Deployment, Simulation;Wargames
77361;Photo Party;2010;6;15;20;8;118;6,62;8063;1;322;;
135270;Shibumi;2011;1;8;15;6;63;7,75;8064;2,83;112;Betting and Bluffing, Enclosure, Hand Management, Network and Route Building, Pattern Building, Pattern Recognition;Abstract Games
99313;Proud Monster Deluxe;2011;2;6;1500;0;72;7,73;8065;3,53;375;Dice Rolling, Hexagon Grid, Simulation, Zone of Control;Wargames
84989;Neue Welten;2010;3;5;30;10;65;7,38;8066;1;129;;
42783;What Price Glory?;2013;2;2;240;12;89;6,92;8067;2,09;407;Area-Impulse, Campaign / Battle Card Driven, Dice Rolling, Simulation;Wargames
4916;Great War at Sea: 1904-1905, The Russo-Japanese War;1999;2;4;30;12;141;6,59;8068;2,44;476;Dice Rolling, Hexagon Grid;Wargames
1694;Little Round Top: The South's Best Chance at Gettysburg;1979;2;2;150;12;183;6,36;8069;2,74;671;Dice Rolling, Grid Movement, Hexagon Grid, Simulation;Wargames
326485;Cthulhu Wars: Duel;2020;2;2;30;8;59;7,89;8070;0;282;Action Points, Area Majority / Influence, Area Movement, Dice Rolling, Variable Player Powers;
280162;From Salerno to Rome: World War II - The Italian Campaign, 1943-1944;2020;2;2;720;14;46;8,54;8071;4,17;230;Dice Rolling, Hexagon Grid, Movement Points, Scenario / Mission / Campaign Game, Simulation, Zone of Control;Wargames
302312;Chronicles of Crime: 2400;2021;1;4;90;14;54;8,29;8072;0;2699;Cooperative Game, Scenario / Mission / Campaign Game, Storytelling, Variable Player Powers;
284189;Foundations of Rome;2021;2;4;90;13;72;7,70;8073;1,92;163;Income, Market, Ownership, Square Grid, Tile Placement;
2538;Viceroys;1986;1;7;240;12;175;6,37;8074;3,30;528;Grid Movement, Variable Player Powers;Strategy Games, Wargames
162580;Realm of Wonder;2014;2;6;45;10;454;6,01;8075;2,19;854;Area Majority / Influence, Area Movement, Auction/Bidding, Take That;
232216;Dice Age: The Hunt;2017;2;4;30;8;116;6,93;8076;1,63;150;Area Majority / Influence, Dice Rolling, Set Collection;
274028;Handsome;2019;2;6;20;8;89;6,96;8077;1;388;Set Collection;
9112;Omaha;1991;2;2;360;12;96;7,11;8078;4,33;324;Dice Rolling, Hexagon Grid, Simulation;Wargames
182954;Rory's Story Cubes: Mythic;2015;1;12;20;6;105;6,87;8079;1;437;Cooperative Game, Dice Rolling, Pattern Recognition, Storytelling;
314;Highlanders;1993;3;5;90;12;194;6,21;8080;2,06;362;Action Points, Point to Point Movement;Wargames
174431;Wipers Salient;2015;1;1;60;12;86;7,19;8081;1,33;170;Deck Bag and Pool Building, Hand Management, Solo / Solitaire Game;Wargames
29278;18Rhl: Rhineland;2007;3;6;240;14;60;7,53;8082;3,60;125;Auction/Bidding, Network and Route Building, Stock Holding, Tile Placement;
133671;A Fool's Fortune;2012;2;3;45;13;234;6,14;8083;2,50;656;Hand Management, Set Collection;
55781;Warriors of Japan: A Country Aflame 1335-1339;2016;1;2;150;10;99;6,76;8084;2,29;511;Area Majority / Influence, Area Movement, Dice Rolling, Simulation;Wargames
245950;Orc-lympics;2018;2;5;20;8;142;6,48;8085;1,33;249;Auction/Bidding, Card Drafting, Hand Management;
20772;King of Chicago;2005;2;6;120;14;172;6,53;8086;2,57;217;Action Points, Area Movement, Pick-up and Deliver, Team-Based Game;
157449;Invasion 1066: The Battle of Hastings;2014;2;2;140;12;70;7,34;8087;2,33;289;Hexagon Grid;Wargames
5480;Drive on Stalingrad: Battle for Southern Russia Game;1977;2;2;1200;12;163;6,44;8088;3,41;489;Dice Rolling, Grid Movement, Hexagon Grid, Movement Points, Ratio / Combat Results Table, Scenario / Mission / Campaign Game, Simulation, Turn Order: Progressive, Zone of Control;Wargames
245222;Squadro;2018;2;2;20;8;144;6,52;8089;1,40;234;Grid Movement;Abstract Games
20731;Capes & Cowls: The Superhero Board Game;2006;2;4;60;9;66;7,71;8090;3;73;Card Drafting, Modular Board, Role Playing, Variable Player Powers;
131017;La Bérézina 1812;2012;2;0;240;0;64;8,02;8091;2,75;238;Chit-Pull System, Hexagon Grid;Wargames
22863;Luck of the Draw;2006;4;8;30;10;155;6,57;8092;1,13;276;Line Drawing, Paper-and-Pencil, Voting;
5831;Britain Stands Alone;1994;2;2;360;12;135;6,58;8093;3,21;557;Hexagon Grid;Wargames
182952;Rory's Story Cubes: Animalia;2015;1;12;20;6;112;6,71;8094;0;486;Cooperative Game, Dice Rolling, Pattern Recognition, Storytelling;
154098;1914: Germany at War;2015;1;3;200;14;58;8,22;8095;2,55;173;Area Movement, Dice Rolling, Movement Points, Secret Unit Deployment, Simulation;Wargames
1738;Castle of Magic;1991;4;6;90;12;231;6,15;8096;2,52;354;Role Playing;
223360;¡Cobardes!;2017;2;2;15;10;217;6,19;8097;1,25;372;Hand Management, Simultaneous Action Selection, Variable Player Powers;
2300;Invasion Sicily;1998;2;2;360;12;86;7,04;8098;3;324;Hexagon Grid;Wargames
39710;Tien Zi Que;2009;2;2;20;8;198;6,22;8099;1,67;438;Hand Management, Set Collection;
167604;Rollet;2014;4;4;10;7;90;7,00;8100;1;113;;
205544;Rescue Polar Bears;2016;1;4;60;10;96;6,88;8101;2,80;155;Action Points, Cooperative Game, Dice Rolling, Hand Management, Modular Board, Pick-up and Deliver, Variable Player Powers;
22924;Card Football: Premiere Edition;2006;1;4;45;12;163;6,39;8102;1,85;242;Hand Management, Simulation, Simultaneous Action Selection;
104655;Lemonade Stand;2012;2;4;20;13;389;5,92;8103;1,47;936;Simulation, Simultaneous Action Selection;
286062;Haiclue;2019;2;12;30;14;154;6,41;8104;1;60;Tile Placement;
154677;Ave Cesar;2013;4;7;60;15;116;6,72;8105;2,29;217;Hand Management, Variable Phase Order, Variable Player Powers;Strategy Games
18481;Racetrack;0;2;8;15;10;159;6,35;8106;1,45;104;Line Drawing, Paper-and-Pencil;
3507;By Golly!;2001;2;6;15;5;283;6,01;8107;1,04;685;Memory, Set Collection;Children's Games
277184;Across the United States;2019;2;5;60;8;80;7,03;8108;2;76;Network and Route Building, Stock Holding;
114800;Rune Wars;2012;2;2;40;12;85;7,28;8109;4;338;Card Drafting, Hand Management;
2888;Starfire II;1980;2;3;30;10;138;6,60;8110;2,69;340;Area-Impulse, Hexagon Grid, Modular Board, Variable Player Powers;Wargames
93540;Five Points: Gangs of New York;2013;3;5;108;12;201;6,22;8111;2,53;653;Area Majority / Influence, Auction/Bidding;Strategy Games
231573;Arkham Noir: Collector Case #1 - The Real Leeds;2017;1;1;30;14;65;7,29;8112;2,33;148;Card Drafting, Hand Management, Set Collection;
225736;Village of Legends;2017;2;4;60;10;135;7,21;8113;2;259;Deck Bag and Pool Building;
189341;Timeline: Québec;2015;2;8;15;8;107;6,83;8114;1;243;;
283387;Rocketmen;2020;1;4;90;14;89;7,30;8115;2,62;105;Card Drafting, Deck Bag and Pool Building, Hand Management, Hidden Roles, Race, Solo / Solitaire Game;
54201;The d6 Shooters;2009;1;1;25;10;158;6,51;8116;1,88;251;Dice Rolling, Paper-and-Pencil;Thematic Games
184207;Het Koninkrijk Dominion;2015;2;4;20;10;93;6,88;8117;1,71;322;Card Drafting, Deck Bag and Pool Building, Hand Management;
185344;Dragon Keeper: The Dungeon;2016;2;4;30;10;217;6,25;8118;2;355;Set Collection;
9300;Clay-O-Rama;1987;2;12;30;6;135;6,57;8119;1,25;142;Variable Player Powers;
5702;Second World War at Sea: Eastern Fleet;2001;2;2;120;12;83;7,12;8120;2,69;434;Hexagon Grid;Wargames
181268;Munchkin Christmas Lite;2015;3;4;60;10;131;6,69;8121;1,33;681;Card Drafting, Dice Rolling, Take That, Variable Player Powers;
6916;1941: Operation Barbarossa;1981;2;2;120;12;126;6,67;8122;2,16;343;Dice Rolling, Grid Movement, Hexagon Grid, Ratio / Combat Results Table, Simulation;Wargames
2975;Origins of World War II;1971;2;5;60;12;420;5,97;8123;2,12;1234;Alliances, Area Majority / Influence, Auction/Bidding, Dice Rolling, Negotiation, Ratio / Combat Results Table, Variable Player Powers;Strategy Games, Wargames
279014;Super Cats;2019;3;6;15;8;149;6,52;8124;1;300;Simultaneous Action Selection;
94732;Heroica: Draida;2011;2;2;10;7;428;5,93;8125;1,48;1301;Modular Board, Roll / Spin and Move;Children's Games, Family Games
62291;Fatal Alliances: The Great War;2016;2;6;1200;12;77;8,16;8126;4,08;351;Area Movement, Dice Rolling, Hexagon Grid, Point to Point Movement, Simulation;Wargames
222502;Club Stories;2017;1;2;90;14;56;8,26;8127;2,83;96;Cooperative Game, Dice Rolling, Push Your Luck, Solo / Solitaire Game, Storytelling, Worker Placement;
1543;Dragon Quest;1992;2;6;60;10;233;6,24;8128;2,59;804;Campaign / Battle Card Driven, Grid Movement, Role Playing, Variable Player Powers;Thematic Games
231045;Speed Colors;2017;2;5;20;5;170;6,49;8129;1;293;Memory;
166276;Hellweg westfalicus;2014;2;4;60;10;141;6,45;8130;2,50;219;;
109285;Nations in Arms: Valmy to Waterloo;2012;2;7;3000;0;85;7,19;8131;4,13;407;Dice Rolling, Hexagon Grid;Wargames
87632;Escape of the Dead Minigame;2010;1;1;15;7;201;6,33;8132;1,14;295;Action Points, Dice Rolling, Paper-and-Pencil, Worker Placement;
311322;Herd Mentality;2020;4;10;20;10;73;7,16;8133;1;209;;
161820;Avec Infini Regret;2014;2;2;240;0;68;7,60;8134;3,50;244;Dice Rolling, Hexagon Grid, Simulation;Wargames
188124;Ostroleka 26 maja 1831;2015;2;4;600;16;82;8,95;8135;4,18;103;Dice Rolling, Hexagon Grid, Variable Phase Order;Wargames
260168;Volleyball High;2019;2;4;25;10;78;7,28;8136;2,40;226;Hand Management, Push Your Luck, Simulation, Team-Based Game, Variable Player Powers;
237551;The War of the Worlds: England;2018;1;1;60;0;74;7,28;8137;2,58;242;Area Majority / Influence, Solo / Solitaire Game;
27609;Numbers League: Adventures in Addiplication;2007;2;4;30;8;239;6,08;8138;1,38;479;Set Collection;Children's Games, Family Games
287691;Qwixx On Board;2019;2;4;20;8;80;7,02;8139;1;198;Dice Rolling;
165719;Super Fantasy: Night of the Badly Dead;2014;1;6;90;8;94;6,91;8140;2,60;305;Cooperative Game, Dice Rolling, Modular Board, Variable Player Powers;
6046;Gettysburg: Lee's Greatest Gamble;1992;2;2;180;12;125;6,67;8141;2,78;539;Hexagon Grid, Simulation;Wargames
24321;Panzer Grenadier: Airborne - Introductory Edition;2006;2;2;60;12;169;6,36;8142;2,74;458;Dice Rolling, Hexagon Grid;Wargames
246129;Helsinki 1918: German Intervention in the Finnish Civil War;2018;2;3;240;14;56;7,72;8143;2,67;186;Dice Rolling, Hexagon Grid;Wargames
318098;Silver Dagger;2020;2;4;60;8;59;7,73;8144;0;212;Hand Management, Set Collection;
325022;Coffee Traders;2021;3;5;150;12;55;7,78;8145;4,08;46;Action Points, Area Majority / Influence, Contracts, Turn Order: Pass Order;
247984;Moorea;2018;2;5;30;8;182;6,28;8146;2;314;Set Collection;
193193;Watchmen of Destiny;2016;2;4;45;10;228;6,26;8147;1,75;711;Card Drafting, Hand Management, Variable Phase Order;
75418;Regimental Fire and Fury;2010;2;0;180;0;47;8,03;8148;3;109;Dice Rolling;
5992;Operation Grenade: The Battle for the Rhineland 23 Feb. - 5 Mar. '45;1981;2;2;240;12;161;6,41;8149;2,71;776;Chit-Pull System, Dice Rolling, Events, Grid Movement, Hexagon Grid, Movement Points, Ratio / Combat Results Table, Simulation, Zone of Control;Wargames
203716;Ta-Da!;2016;2;6;15;0;198;6,23;8150;1;470;Dice Rolling, Simultaneous Action Selection;
2936;Dice Run;2002;2;6;30;10;389;5,91;8151;1,42;528;Dice Rolling, Hand Management, Relative Movement;
215066;Gang Rush Breakout;2017;3;5;45;10;146;6,47;8152;2,50;504;Dice Rolling;
232661;Ada Lovelace: Consulting Mathematician;2017;1;1;20;8;109;6,75;8153;1,75;206;Dice Rolling, Paper-and-Pencil, Pattern Building;Strategy Games
233016;The African Campaign: Designer Signature Edition;2017;1;2;180;12;75;7,24;8154;2,44;310;Dice Rolling, Events, Hexagon Grid, Ratio / Combat Results Table, Simulation, Zone of Control;Wargames
22203;Face to the Mat;2000;1;2;0;12;65;8,25;8155;1,83;125;Dice Rolling, Simulation, Variable Player Powers;
22843;War in the Pacific (Second Edition);2006;2;6;480;12;83;7,65;8156;4,78;343;Hexagon Grid, Simulation;Wargames
19902;Shiloh: April Glory;2010;2;2;180;12;79;7,08;8157;2,57;261;Area Movement, Area-Impulse, Dice Rolling, Secret Unit Deployment;Wargames
5516;Symbioz;1995;2;4;180;14;92;6,85;8158;3;146;Action Points, Area Movement;
115105;Kittens in a Blender;2011;2;4;40;8;1979;5,71;8159;1,12;4498;Hand Management, Rock-Paper-Scissors;Family Games, Party Games
256085;Spyfall: Time Travel;2018;2;8;45;13;84;7,00;8160;2;281;Acting, Memory, Role Playing, Voting;
414;Around the World in 80 Days;1986;2;6;60;10;291;6,03;8161;1,64;545;Card Drafting, Point to Point Movement;Family Games
262310;Tasty Humans;2020;1;4;60;10;86;7,05;8162;2;241;Card Drafting, Pattern Recognition, Tile Placement, Variable Player Powers;
67878;Dungeon Crawler;2010;1;6;60;13;153;6,74;8163;2,60;370;Cooperative Game, Hand Management, Solo / Solitaire Game, Trading, Variable Phase Order;Customizable Games
13981;World in War: Combined Arms 1939-1945;2004;2;4;120;12;144;6,57;8164;2,04;221;Area Movement, Rock-Paper-Scissors, Simulation, Team-Based Game;Wargames
319114;Krazy Pix;2020;3;8;45;10;63;7,40;8165;1;196;;
825;Screaming Eagles;1987;2;4;20;10;362;6,00;8166;1,33;804;Dice Rolling, Simultaneous Action Selection, Team-Based Game;Family Games
2758;Bridgette;1970;2;2;45;10;127;6,51;8167;2,67;324;Auction/Bidding, Trick-taking;
835;Election;1972;3;6;120;12;95;6,84;8168;2,63;146;;
222424;Planecrafters;2019;2;4;60;10;111;6,74;8169;1,40;256;Hand Management, Set Collection;
13920;Chickamauga: The Last Victory, 20 September 1863;1975;2;2;120;12;94;6,86;8170;2,42;226;Dice Rolling, Hexagon Grid, Simulation;Wargames
245823;Napoleon's Resurgence;2018;1;2;0;0;45;8,52;8171;3;220;Dice Rolling, Hexagon Grid, Simulation;Wargames
180938;La Glace et le Ciel;2015;2;4;20;10;122;6,59;8172;1,50;212;Cooperative Game;
193248;Get Off My Land!;2017;2;4;60;14;166;6,48;8173;2,71;516;Action Points, Area Majority / Influence;
59960;Dakota;2010;3;5;90;10;393;5,91;8174;2,61;859;Area Majority / Influence, Worker Placement;Strategy Games
265681;Montmartre;2019;2;5;30;8;139;6,53;8175;1,67;255;Hand Management, Set Collection;
2399;Senet;-3500;2;2;30;6;664;5,82;8176;1,48;1343;Dice Rolling, Roll / Spin and Move;Abstract Games
132766;Lock 'n Load Tactical: Heroes of North Africa;2017;2;2;240;12;48;8,45;8177;4;250;Hexagon Grid;Wargames
143657;Eternal Dynasty;2015;2;5;150;13;93;6,98;8178;3;296;Area Majority / Influence, Network and Route Building, Time Track, Voting;Strategy Games
1250;Hacker;1992;2;6;120;14;428;5,91;8179;2,24;927;;Thematic Games
1312;Nur Peanuts!;2001;2;6;45;8;241;6,10;8180;1,68;231;Roll / Spin and Move;
7177;Guadalcanal: Semper Fi Series;2003;2;2;360;12;114;6,64;8181;2,52;429;Dice Rolling, Hexagon Grid, Secret Unit Deployment, Simulation;Wargames
4881;Personal Preference;1987;2;16;40;0;172;6,56;8182;1;285;Betting and Bluffing;
18652;For Honor and Glory: War of 1812 Land and Naval Battles;2005;2;4;30;12;73;7,30;8183;2;222;Action Points, Dice Rolling, Hexagon Grid, Modular Board;Wargames
5195;The Farming Game;1979;2;6;120;10;831;5,93;8184;1,69;1464;Commodity Speculation, Roll / Spin and Move;Family Games
269847;Dracula's Feast: New Blood;2020;4;8;15;10;78;7,24;8185;1;328;Hidden Roles, Memory;
133940;Circle of Fire: The Siege of Cholm, 1942;2014;1;2;240;14;66;7,53;8186;2,63;286;Area-Impulse;Wargames
224794;Carreau;2018;2;4;30;8;76;7,11;8187;1,33;96;Action Queue;
